S.No.,Application Number,Application Type,Institute Name,Inst Address,Inst Address 2,CITY,District,Pincode,Minority Institute,Womens institute,State,Region,Inst Type,Program,Course,Level,Specialization,Intake,Approval
,1-8363021,New Institute,Dhananjay Mahadik Group of Institutions,"Gat. No.-209/A,NH-4,Vikaswadi,Kagal.","Vikaswadi,Kagal.","Vikaswadi,Kagal.",Kolhapur,416216,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,Electronics Engineering,60,No
,1-8363021,New Institute,Dhananjay Mahadik Group of Institutions,"Gat. No.-209/A,NH-4,Vikaswadi,Kagal.","Vikaswadi,Kagal.","Vikaswadi,Kagal.",Kolhapur,416216,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,Computer Science & Engneering,60,No
,1-8363021,New Institute,Dhananjay Mahadik Group of Institutions,"Gat. No.-209/A,NH-4,Vikaswadi,Kagal.","Vikaswadi,Kagal.","Vikaswadi,Kagal.",Kolhapur,416216,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate, Civil Engineering,60,No
,1-8363021,New Institute,Dhananjay Mahadik Group of Institutions,"Gat. No.-209/A,NH-4,Vikaswadi,Kagal.","Vikaswadi,Kagal.","Vikaswadi,Kagal.",Kolhapur,416216,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,Mechanical Engineering,60,No
,1-8363021,New Institute,Dhananjay Mahadik Group of Institutions,"Gat. No.-209/A,NH-4,Vikaswadi,Kagal.","Vikaswadi,Kagal.","Vikaswadi,Kagal.",Kolhapur,416216,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,Master in Business Admin,60,No
184,1-12056621,New Institute,Foster Development School of Management,"Shivaji Nagar, Gut No 125, Satara",Aurangabad,Aurangabad,Aurangabad,431006,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,Master in Business Administration,120,No
185,1-2742801,New Institute,"G.H.Raisoni Academy of Engineering & Technology, Nagpur","Shraddha Park, Off Hingna-Wadi Link Road",,Nagpur,Nagpur,440016,Y,N,Maharashtra,Western,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,Electronics and Communication Engineering,60,No
,1-2742801,New Institute,"G.H.Raisoni Academy of Engineering & Technology, Nagpur","Shraddha Park, Off Hingna-Wadi Link Road",,Nagpur,Nagpur,440016,Y,N,Maharashtra,Western,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,Civil Engineering,120,No
,1-2742801,New Institute,"G.H.Raisoni Academy of Engineering & Technology, Nagpur","Shraddha Park, Off Hingna-Wadi Link Road",,Nagpur,Nagpur,440016,Y,N,Maharashtra,Western,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,Mechanical Engineering,120,No
186,1-4615371,New Institute,Global Institute of Management,"S. No. 132/1, Pune Nashik Highway, Velhale, Sangamner, Dist. Ahmednagar",,Sangamner,Ahmednagar,422605,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,"MBA, Finance, HR, Mkt, IB",120,No
187,1-7305948,New Institute,"Kai.Sau.Sunitatai Eknathrao Dhakane College of Management Science, Shevgaon","At/Po- Rakshi, Tal- Shevgaon, Dist- Ahmednagar",,Shevgaon,Ahmednagar,414502,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,Master in Business Administration,60,No
188,1-2030331,New Institute,Magarpatta City Institute of Management & Technology,"Plot No. MP-4 Survey No 130, Magarpatta City Hadapsar Pune",Tal- Haveli Dist- Pune,Pune,Pune,411001,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,120,No
189,1-6670961,New Institute,Matoshri College of Management and RC Center,Dhanore Tal. Yeola,,Yeola,Nasik,423401,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,,60,No
190,1-4021993,New Institute,Modern Institute of Business Management,"1186, Shivajinagar, Pune",,Pune,Pune,4110005,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,Master of Business Admin,60,No
191,1-3104081,New Institute,Navsahyadri Education Society's Group of Institutions,"Gat. N0. 69,70,71, Mouje : Naigaon, Tal. Bhor, Dist. Pune - 412205.",,Pune,Pune,412205,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,120,No
,1-3104081,New Institute,Navsahyadri Education Society's Group of Institutions,"Gat. N0. 69,70,71, Mouje : Naigaon, Tal. Bhor, Dist. Pune - 412205.",,Pune,Pune,412205,,,Maharashtra,Western,Unaided-Private,Management,PG Diploma in Management,Post Graduate,PGDM,120,No
,1-3104081,New Institute,Navsahyadri Education Society's Group of Institutions,"Gat. N0. 69,70,71, Mouje : Naigaon, Tal. Bhor, Dist. Pune - 412205.",,Pune,Pune,412205,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,B.E. E & TC,60,No
,1-3104081,New Institute,Navsahyadri Education Society's Group of Institutions,"Gat. N0. 69,70,71, Mouje : Naigaon, Tal. Bhor, Dist. Pune - 412205.",,Pune,Pune,412205,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,B.E. Computer,60,No
,1-3104081,New Institute,Navsahyadri Education Society's Group of Institutions,"Gat. N0. 69,70,71, Mouje : Naigaon, Tal. Bhor, Dist. Pune - 412205.",,Pune,Pune,412205,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,B.E. Mechanical,60,No
,1-3104081,New Institute,Navsahyadri Education Society's Group of Institutions,"Gat. N0. 69,70,71, Mouje : Naigaon, Tal. Bhor, Dist. Pune - 412205.",,Pune,Pune,412205,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,B.E. Electrical,60,No
,1-3104081,New Institute,Navsahyadri Education Society's Group of Institutions,"Gat. N0. 69,70,71, Mouje : Naigaon, Tal. Bhor, Dist. Pune - 412205.",,Pune,Pune,412205,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,B.E. Civil,60,No
192,1-13480093,New Institute,"New Satara College of Managment ,Korti-Pandharpur","New Satara College of Managment ,Korti-Pandharpur",,A/p. Korti .Tal.Pandharpur Dist Solapur,Solapur,413304,Y,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,,120,No
193,1-4690153,New Institute,PDVVPFA Group of Technical Institutes,"PO MIDC, Viladghat, Nagar Manadmad  Road, Ahmednagar-414111 Maharashtra",NEAR MIDC VILADGHAT,Ahmednagar,Ahmednagar,414111,,,Maharashtra,Western,Unaided-Private,Pharmacy,Pharmacy,Post Graduate,M.Pharma,15,No
,1-4690153,New Institute,PDVVPFA Group of Technical Institutes,"PO MIDC, Viladghat, Nagar Manadmad  Road, Ahmednagar-414111 Maharashtra",NEAR MIDC VILADGHAT,Ahmednagar,Ahmednagar,414111,,,Maharashtra,Western,Unaided-Private,Pharmacy,Pharmacy,Graduate,B.Pharma,60,No
,1-4690153,New Institute,PDVVPFA Group of Technical Institutes,"PO MIDC, Viladghat, Nagar Manadmad  Road, Ahmednagar-414111 Maharashtra",NEAR MIDC VILADGHAT,Ahmednagar,Ahmednagar,414111,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,150,No
,1-4690153,New Institute,PDVVPFA Group of Technical Institutes,"PO MIDC, Viladghat, Nagar Manadmad  Road, Ahmednagar-414111 Maharashtra",NEAR MIDC VILADGHAT,Ahmednagar,Ahmednagar,414111,,,Maharashtra,Western,Unaided-Private,MCA,Master in Computer Application,Post Graduate,MCA,60,No
,1-4690153,New Institute,PDVVPFA Group of Technical Institutes,"PO MIDC, Viladghat, Nagar Manadmad  Road, Ahmednagar-414111 Maharashtra",NEAR MIDC VILADGHAT,Ahmednagar,Ahmednagar,414111,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Instrumentation & Control Engg,Graduate,B.E.,60,No
,1-4690153,New Institute,PDVVPFA Group of Technical Institutes,"PO MIDC, Viladghat, Nagar Manadmad  Road, Ahmednagar-414111 Maharashtra",NEAR MIDC VILADGHAT,Ahmednagar,Ahmednagar,414111,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Information Technology,Graduate,B.E.,60,No
,1-4690153,New Institute,PDVVPFA Group of Technical Institutes,"PO MIDC, Viladghat, Nagar Manadmad  Road, Ahmednagar-414111 Maharashtra",NEAR MIDC VILADGHAT,Ahmednagar,Ahmednagar,414111,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,B.E.,60,No
,1-4690153,New Institute,PDVVPFA Group of Technical Institutes,"PO MIDC, Viladghat, Nagar Manadmad  Road, Ahmednagar-414111 Maharashtra",NEAR MIDC VILADGHAT,Ahmednagar,Ahmednagar,414111,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,B.E.,120,No
,1-4690153,New Institute,PDVVPFA Group of Technical Institutes,"PO MIDC, Viladghat, Nagar Manadmad  Road, Ahmednagar-414111 Maharashtra",NEAR MIDC VILADGHAT,Ahmednagar,Ahmednagar,414111,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,B.E.,60,No
,1-4690153,New Institute,PDVVPFA Group of Technical Institutes,"PO MIDC, Viladghat, Nagar Manadmad  Road, Ahmednagar-414111 Maharashtra",NEAR MIDC VILADGHAT,Ahmednagar,Ahmednagar,414111,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,B.E.,120,No
,1-4690153,New Institute,PDVVPFA Group of Technical Institutes,"PO MIDC, Viladghat, Nagar Manadmad  Road, Ahmednagar-414111 Maharashtra",NEAR MIDC VILADGHAT,Ahmednagar,Ahmednagar,414111,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Civil Engineering,Post Graduate,M.E.(Structural Engineering),15,No
194,1-4449921,New Institute,Prabhakar Patil Education Society's Institute of Management Studies,"Plot No 4 & 6, SUrvey No. 81/6",At & Post Veshvi Gondhalpada,Alibag,Raigad,402201,,,Maharashtra,Western,Unaided - Private,Management,Master in Business Admin,Post Graduate,MBA,60,No
195,1-3450001,New Institute,PURANDAR COLLEGE OF ENGINEERING & MANAGEMENT RESEARCH,"S.NO.25 & 27,POST:-PISOLI,","POST/OFF.: YEWALEWADI (BOPDEV GHAT),TAL:-HAVELI",PUNE,PUNE,411048,,,Maharashtra,Western,Unaided - Private,Engineering & Technology,Mechanical Engineering,Graduate,Mechnaicla Engineeirng,60,No
,1-3450001,New Institute,PURANDAR COLLEGE OF ENGINEERING & MANAGEMENT RESEARCH,"S.NO.25 & 27,POST:-PISOLI,","POST/OFF.: YEWALEWADI (BOPDEV GHAT),TAL:-HAVELI",PUNE,PUNE,411048,,,Maharashtra,Western,Unaided - Private,Engineering & Technology,Electronics and Communication,Graduate,Electronics & Telecommunication Engineering,60,No
,1-3450001,New Institute,PURANDAR COLLEGE OF ENGINEERING & MANAGEMENT RESEARCH,"S.NO.25 & 27,POST:-PISOLI,","POST/OFF.: YEWALEWADI (BOPDEV GHAT),TAL:-HAVELI",PUNE,PUNE,411048,,,Maharashtra,Western,Unaided - Private,Engineering & Technology,Computer Science & Engineering,Graduate,Computer Engineering,60,No
,1-3450001,New Institute,PURANDAR COLLEGE OF ENGINEERING & MANAGEMENT RESEARCH,"S.NO.25 & 27,POST:-PISOLI,","POST/OFF.: YEWALEWADI (BOPDEV GHAT),TAL:-HAVELI",PUNE,PUNE,411048,,,Maharashtra,Western,Unaided - Private,Engineering & Technology,Civil Engineering,Graduate,Civil Engieering,60,No
196,1-5777341,New Institute,REAL INSTITUTE OF MANAGEMENT & RESEARCH,"Survey No. 30, Beltarodi, Nagpur",Tah. & Dist. - Nagpur,Nagpur,Nagpur,441 108,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,Management,120,No
197,1-4348761,New Institute,RENAISSANCE INSTITUTE OF MANAGEMENT STUDIES,"PUGLIA CHAMBERS,GANDHI CHOWK, CHANDRAPUR",AT-DATALA NEW CHANDRAPUR,CHANDRAPUR,CHANDRAPUR,442401,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,"FINANCE,MARKETING,H.R.,I.T.,BANKING AND FINANCIAL",120,No
198,1-7687391,New Institute,S A V Acharya Institute of Management Studies,"Shelu/Damat Village,",Taluka Karjat,,Raigad district,410201,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,Master of Management Studies,120,No
199,1-5099471,New Institute,Samarth Group of Institutions,"A- Bangarwadi, P-Belhe,Tal- Junnar",,Belhe,Pune,412410,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,Master in Business Admin,120,No
,1-5099471,New Institute,Samarth Group of Institutions,"A- Bangarwadi, P-Belhe,Tal- Junnar",,Belhe,Pune,412410,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,Computer Science & Engineering,60,No
,1-5099471,New Institute,Samarth Group of Institutions,"A- Bangarwadi, P-Belhe,Tal- Junnar",,Belhe,Pune,412410,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,Mechanical Engineering,60,No
,1-5099471,New Institute,Samarth Group of Institutions,"A- Bangarwadi, P-Belhe,Tal- Junnar",,Belhe,Pune,412410,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,Electronics and Communication,60,No
,1-5099471,New Institute,Samarth Group of Institutions,"A- Bangarwadi, P-Belhe,Tal- Junnar",,Belhe,Pune,412410,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,Civil Engineering,60,No
,1-5099471,New Institute,Samarth Group of Institutions,"A- Bangarwadi, P-Belhe,Tal- Junnar",,Belhe,Pune,412410,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Automobile Engineering,Graduate,Automobile Engineering,60,No
200,1-1677312,New Institute,"Samrat Ashok Institute ofComputer Management Studies,","Samrat House, Bhadgaon Road",,Chalisgaon,Jalgaon,424101,Y,,Maharashtra,Western,Unaided-Private,MCA,Master in Computer Application,Post Graduate,Master in Computer Application,60,No
201,1-3640401,New Institute,SANMATI ENGINEERING COLLEGE,"SURVEY NO. 40
WASHIM-MALEGAON ROAD
AT. PO. SAWARGAON BARDE",AT. PO. SAWARGAON BARDE,WASHIM,WASHIM,444505,Y,N,Maharashtra,Western,Unaided - Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,EE,60,No
,1-3640401,New Institute,SANMATI ENGINEERING COLLEGE,"SURVEY NO. 40
WASHIM-MALEGAON ROAD
AT. PO. SAWARGAON BARDE",AT. PO. SAWARGAON BARDE,WASHIM,WASHIM,444505,Y,N,Maharashtra,Western,Unaided - Private,Engineering & Technology,Electrical & Communication,Graduate,ECE,60,No
,1-3640401,New Institute,SANMATI ENGINEERING COLLEGE,"SURVEY NO. 40
WASHIM-MALEGAON ROAD
AT. PO. SAWARGAON BARDE",AT. PO. SAWARGAON BARDE,WASHIM,WASHIM,444505,Y,N,Maharashtra,Western,Unaided - Private,Engineering & Technology,Computer Science & Engineering,Graduate,CS,60,No
,1-3640401,New Institute,SANMATI ENGINEERING COLLEGE,"SURVEY NO. 40
WASHIM-MALEGAON ROAD
AT. PO. SAWARGAON BARDE",AT. PO. SAWARGAON BARDE,WASHIM,WASHIM,444505,Y,N,Maharashtra,Western,Unaided - Private,Engineering & Technology,Mechanical Engineering,Graduate,ME,60,No
,1-3640401,New Institute,SANMATI ENGINEERING COLLEGE,"SURVEY NO. 40
WASHIM-MALEGAON ROAD
AT. PO. SAWARGAON BARDE",AT. PO. SAWARGAON BARDE,WASHIM,WASHIM,444505,Y,N,Maharashtra,Western,Unaided - Private,Engineering & Technology,Civil Engineering,Graduate,CE,60,No
202,1-3934931,New Institute,SAS INSTITUTE OF MANAGEMENT STUDIES,"next to saidham complex, Saravali",Boisar,Boisar,Thane,401501,,,Maharashtra,Western,Unaided - Private,Management,Master in Business Admin,Post Graduate,MMS,60,No
203,1-4064151,New Institute,SASMIRA's Institute of Management Studies & Research,"Sasmira Marg, Worli",Mumbai - 400 030,Mumbai,Mumbai,400030,,,Maharashtra,Western,Unaided - Private,Management,Master in Business Admin,Post Graduate,MBA/MMS,120,No
204,1-7602671,New Institute,Sayali Charitable Trust's College Of Pharmacy,"Sy.No.55,141&150,Mitmita,Aurangabad",,Aurangabad,Aurangabad,431002,,,Maharashtra,Western,Unaided-Private,Pharmacy,Pharmacy,Graduate,B.Pharmacy,60,No
205,1-5068001,New Institute,Shree Ramchande College of Engineering,"Gut No. 351 and 353, A/P Lonikand",Taluka Haveli,Pune,Pune,412216,N,N,Maharashtra,Western,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,,60,No
,1-5068001,New Institute,Shree Ramchande College of Engineering,"Gut No. 351 and 353, A/P Lonikand",Taluka Haveli,Pune,Pune,412216,N,N,Maharashtra,Western,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,,60,No
,1-5068001,New Institute,Shree Ramchande College of Engineering,"Gut No. 351 and 353, A/P Lonikand",Taluka Haveli,Pune,Pune,412216,N,N,Maharashtra,Western,Unaided-Private,Engineering & Technology,Information Technology,Graduate,,60,No
,1-5068001,New Institute,Shree Ramchande College of Engineering,"Gut No. 351 and 353, A/P Lonikand",Taluka Haveli,Pune,Pune,412216,N,N,Maharashtra,Western,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,,60,No
,1-5068001,New Institute,Shree Ramchande College of Engineering,"Gut No. 351 and 353, A/P Lonikand",Taluka Haveli,Pune,Pune,412216,N,N,Maharashtra,Western,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,,60,No
206,1-6199671,New Institute,SHRI BABULALJI AGNIHOTRI COLLEGE OF ENGINEERING,"NAGTHANA ROAD, NEAR BYPASS HIGHWAY, SINDI (MEGHE), WARDHA",,WARDHA,WARDHA,442001,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Other Course,Graduate,,60,No
,1-6199671,New Institute,SHRI BABULALJI AGNIHOTRI COLLEGE OF ENGINEERING,"NAGTHANA ROAD, NEAR BYPASS HIGHWAY, SINDI (MEGHE), WARDHA",,WARDHA,WARDHA,442001,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Other Course,Graduate,,60,No
,1-6199671,New Institute,SHRI BABULALJI AGNIHOTRI COLLEGE OF ENGINEERING,"NAGTHANA ROAD, NEAR BYPASS HIGHWAY, SINDI (MEGHE), WARDHA",,WARDHA,WARDHA,442001,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,,60,No
,1-6199671,New Institute,SHRI BABULALJI AGNIHOTRI COLLEGE OF ENGINEERING,"NAGTHANA ROAD, NEAR BYPASS HIGHWAY, SINDI (MEGHE), WARDHA",,WARDHA,WARDHA,442001,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,,60,No
,1-6199671,New Institute,SHRI BABULALJI AGNIHOTRI COLLEGE OF ENGINEERING,"NAGTHANA ROAD, NEAR BYPASS HIGHWAY, SINDI (MEGHE), WARDHA",,WARDHA,WARDHA,442001,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,,60,No
207,1-3036251,New Institute,Sun Hi-Tech & Management Development & Research Institute,"Gat No. 513, Katarkhadak, Tal.Mulshi, Dist.Pune-411042",,Pune,Pune,411042,,,Maharashtra,Western,Unaided-Private,Management,PG Diploma in Management,Post Graduate,Post Graduate Diploma in Management,120,No
208,1-3142111,New Institute,VIDARBHA INSTITUTE OF PHARMACY,"GUT NO 114, ANJANKHED, HINGOLI ROAD, NEAR GURUDWARA",,AMARAVATI,WASHIM,444505,,,Maharashtra,Western,Unaided-Private,Pharmacy,Pharmacy,Graduate,,60,No
209,1-15068901,New Institute,VIJAY INSTITUTE OF MANAGEMENT AND RESEARCH,"Utkarsh Kamal Appartment, Khare Town, D'peth, Nagpur.",,Nagpur,Nagpur,440010,,,Maharashtra,Western,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,120,No
210,1-3134791,New Institute,VISHWESHWARAYYA COLLEGE OF ENGINEERING,"DILIP NAGAR, ALMALA TQ AUSA DIST LATUR","DILIP NAGAR, ALMALA TQ AUSA DIST LATUR (SATTARDHAR WADI)",ALMALA,LATUR,413556,,,Maharashtra,Western,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,Computer Science and Engineering,60,No
